,path,emotion
125,data/training\Actor_06\06_01_01_01_dogs-sitting_angry.wav,angry
126,data/training\Actor_06\06_01_01_01_kids-talking_angry.wav,angry
127,data/training\Actor_06\06_01_01_02_dogs-sitting_angry.wav,angry
128,data/training\Actor_06\06_01_01_02_kids-talking_angry.wav,angry
129,data/training\Actor_06\06_01_02_01_dogs-sitting_angry.wav,angry
130,data/training\Actor_06\06_01_02_01_kids-talking_angry.wav,angry
131,data/training\Actor_06\06_01_02_02_dogs-sitting_angry.wav,angry
132,data/training\Actor_06\06_01_02_02_kids-talking_angry.wav,angry
133,data/training\Actor_06\06_02_01_01_dogs-sitting_angry.wav,angry
134,data/training\Actor_06\06_02_01_01_kids-talking_angry.wav,angry
135,data/training\Actor_06\06_02_01_02_dogs-sitting_angry.wav,angry
136,data/training\Actor_06\06_02_01_02_kids-talking_angry.wav,angry
137,data/training\Actor_06\06_02_02_01_dogs-sitting_angry.wav,angry
138,data/training\Actor_06\06_02_02_01_kids-talking_angry.wav,angry
139,data/training\Actor_06\06_02_02_02_dogs-sitting_angry.wav,angry
140,data/training\Actor_06\06_02_02_02_kids-talking_angry.wav,angry
141,data/training\Actor_07\07_01_01_01_dogs-sitting_angry.wav,angry
142,data/training\Actor_07\07_01_01_01_kids-talking_angry.wav,angry
143,data/training\Actor_07\07_01_01_02_dogs-sitting_angry.wav,angry
144,data/training\Actor_07\07_01_01_02_kids-talking_angry.wav,angry
145,data/training\Actor_07\07_01_02_01_dogs-sitting_angry.wav,angry
146,data/training\Actor_07\07_01_02_01_kids-talking_angry.wav,angry
147,data/training\Actor_07\07_01_02_02_dogs-sitting_angry.wav,angry
148,data/training\Actor_07\07_01_02_02_kids-talking_angry.wav,angry
149,data/training\Actor_07\07_02_01_01_dogs-sitting_angry.wav,angry
150,data/training\Actor_07\07_02_01_01_kids-talking_angry.wav,angry
151,data/training\Actor_07\07_02_01_02_dogs-sitting_angry.wav,angry
152,data/training\Actor_07\07_02_01_02_kids-talking_angry.wav,angry
153,data/training\Actor_07\07_02_02_01_dogs-sitting_angry.wav,angry
154,data/training\Actor_07\07_02_02_01_kids-talking_angry.wav,angry
155,data/training\Actor_07\07_02_02_02_dogs-sitting_angry.wav,angry
156,data/training\Actor_07\07_02_02_02_kids-talking_angry.wav,angry
157,data/training\Actor_08\08_01_01_01_dogs-sitting_angry.wav,angry
158,data/training\Actor_08\08_01_01_01_kids-talking_angry.wav,angry
159,data/training\Actor_08\08_01_01_02_dogs-sitting_angry.wav,angry
160,data/training\Actor_08\08_01_01_02_kids-talking_angry.wav,angry
161,data/training\Actor_08\08_01_02_01_dogs-sitting_angry.wav,angry
162,data/training\Actor_08\08_01_02_01_kids-talking_angry.wav,angry
163,data/training\Actor_08\08_01_02_02_dogs-sitting_angry.wav,angry
164,data/training\Actor_08\08_01_02_02_kids-talking_angry.wav,angry
165,data/training\Actor_08\08_02_01_01_dogs-sitting_angry.wav,angry
166,data/training\Actor_08\08_02_01_01_kids-talking_angry.wav,angry
167,data/training\Actor_08\08_02_01_02_dogs-sitting_angry.wav,angry
168,data/training\Actor_08\08_02_01_02_kids-talking_angry.wav,angry
169,data/training\Actor_08\08_02_02_01_dogs-sitting_angry.wav,angry
170,data/training\Actor_08\08_02_02_01_kids-talking_angry.wav,angry
171,data/training\Actor_08\08_02_02_02_dogs-sitting_angry.wav,angry
172,data/training\Actor_08\08_02_02_02_kids-talking_angry.wav,angry
173,data/training\Actor_09\09_01_01_01_dogs-sitting_angry.wav,angry
174,data/training\Actor_09\09_01_01_01_kids-talking_angry.wav,angry
175,data/training\Actor_09\09_01_01_02_dogs-sitting_angry.wav,angry
176,data/training\Actor_09\09_01_01_02_kids-talking_angry.wav,angry
177,data/training\Actor_09\09_01_02_01_dogs-sitting_angry.wav,angry
178,data/training\Actor_09\09_01_02_01_kids-talking_angry.wav,angry
179,data/training\Actor_09\09_01_02_02_dogs-sitting_angry.wav,angry
180,data/training\Actor_09\09_01_02_02_kids-talking_angry.wav,angry
181,data/training\Actor_09\09_02_01_01_dogs-sitting_angry.wav,angry
182,data/training\Actor_09\09_02_01_01_kids-talking_angry.wav,angry
183,data/training\Actor_09\09_02_01_02_dogs-sitting_angry.wav,angry
184,data/training\Actor_09\09_02_01_02_kids-talking_angry.wav,angry
185,data/training\Actor_09\09_02_02_01_dogs-sitting_angry.wav,angry
186,data/training\Actor_09\09_02_02_01_kids-talking_angry.wav,angry
187,data/training\Actor_09\09_02_02_02_dogs-sitting_angry.wav,angry
188,data/training\Actor_09\09_02_02_02_kids-talking_angry.wav,angry
189,data/training\Actor_10\10_01_01_01_dogs-sitting_angry.wav,angry
190,data/training\Actor_10\10_01_01_01_kids-talking_angry.wav,angry
191,data/training\Actor_10\10_01_01_02_dogs-sitting_angry.wav,angry
192,data/training\Actor_10\10_01_01_02_kids-talking_angry.wav,angry
193,data/training\Actor_10\10_01_02_01_dogs-sitting_angry.wav,angry
194,data/training\Actor_10\10_01_02_01_kids-talking_angry.wav,angry
195,data/training\Actor_10\10_01_02_02_dogs-sitting_angry.wav,angry
196,data/training\Actor_10\10_01_02_02_kids-talking_angry.wav,angry
197,data/training\Actor_10\10_02_01_01_dogs-sitting_angry.wav,angry
198,data/training\Actor_10\10_02_01_01_kids-talking_angry.wav,angry
199,data/training\Actor_10\10_02_01_02_dogs-sitting_angry.wav,angry
200,data/training\Actor_10\10_02_01_02_kids-talking_angry.wav,angry
201,data/training\Actor_10\10_02_02_01_dogs-sitting_angry.wav,angry
202,data/training\Actor_10\10_02_02_01_kids-talking_angry.wav,angry
203,data/training\Actor_10\10_02_02_02_dogs-sitting_angry.wav,angry
204,data/training\Actor_10\10_02_02_02_kids-talking_angry.wav,angry
205,data/training\Actor_11\03-02-05-01-01-01-11_angry.wav,angry
206,data/training\Actor_11\03-02-05-01-01-02-11_angry.wav,angry
207,data/training\Actor_11\03-02-05-01-02-01-11_angry.wav,angry
208,data/training\Actor_11\03-02-05-01-02-02-11_angry.wav,angry
209,data/training\Actor_11\03-02-05-02-01-01-11_angry.wav,angry
210,data/training\Actor_11\03-02-05-02-01-02-11_angry.wav,angry
211,data/training\Actor_11\03-02-05-02-02-01-11_angry.wav,angry
212,data/training\Actor_11\03-02-05-02-02-02-11_angry.wav,angry
213,data/training\Actor_11\11_01_01_01_dogs-sitting_angry.wav,angry
214,data/training\Actor_11\11_01_01_01_kids-talking_angry.wav,angry
215,data/training\Actor_11\11_01_01_02_dogs-sitting_angry.wav,angry
216,data/training\Actor_11\11_01_01_02_kids-talking_angry.wav,angry
217,data/training\Actor_11\11_01_02_01_dogs-sitting_angry.wav,angry
218,data/training\Actor_11\11_01_02_01_kids-talking_angry.wav,angry
219,data/training\Actor_11\11_01_02_02_dogs-sitting_angry.wav,angry
220,data/training\Actor_11\11_01_02_02_kids-talking_angry.wav,angry
221,data/training\Actor_11\11_02_01_01_dogs-sitting_angry.wav,angry
222,data/training\Actor_11\11_02_01_01_kids-talking_angry.wav,angry
223,data/training\Actor_11\11_02_01_02_dogs-sitting_angry.wav,angry
224,data/training\Actor_11\11_02_01_02_kids-talking_angry.wav,angry
225,data/training\Actor_11\11_02_02_01_dogs-sitting_angry.wav,angry
226,data/training\Actor_11\11_02_02_01_kids-talking_angry.wav,angry
227,data/training\Actor_11\11_02_02_02_dogs-sitting_angry.wav,angry
228,data/training\Actor_11\11_02_02_02_kids-talking_angry.wav,angry
229,data/training\Actor_12\03-02-05-01-01-01-12_angry.wav,angry
230,data/training\Actor_12\03-02-05-01-01-02-12_angry.wav,angry
231,data/training\Actor_12\03-02-05-01-02-01-12_angry.wav,angry
232,data/training\Actor_12\03-02-05-01-02-02-12_angry.wav,angry
233,data/training\Actor_12\03-02-05-02-01-01-12_angry.wav,angry
234,data/training\Actor_12\03-02-05-02-01-02-12_angry.wav,angry
235,data/training\Actor_12\03-02-05-02-02-01-12_angry.wav,angry
236,data/training\Actor_12\03-02-05-02-02-02-12_angry.wav,angry
237,data/training\Actor_12\12_01_01_01_dogs-sitting_angry.wav,angry
238,data/training\Actor_12\12_01_01_01_kids-talking_angry.wav,angry
239,data/training\Actor_12\12_01_01_02_dogs-sitting_angry.wav,angry
240,data/training\Actor_12\12_01_01_02_kids-talking_angry.wav,angry
241,data/training\Actor_12\12_01_02_01_dogs-sitting_angry.wav,angry
242,data/training\Actor_12\12_01_02_01_kids-talking_angry.wav,angry
243,data/training\Actor_12\12_01_02_02_dogs-sitting_angry.wav,angry
244,data/training\Actor_12\12_01_02_02_kids-talking_angry.wav,angry
245,data/training\Actor_12\12_02_01_01_dogs-sitting_angry.wav,angry
246,data/training\Actor_12\12_02_01_01_kids-talking_angry.wav,angry
247,data/training\Actor_12\12_02_01_02_dogs-sitting_angry.wav,angry
248,data/training\Actor_12\12_02_01_02_kids-talking_angry.wav,angry
249,data/training\Actor_12\12_02_02_01_dogs-sitting_angry.wav,angry
250,data/training\Actor_12\12_02_02_01_kids-talking_angry.wav,angry
251,data/training\Actor_12\12_02_02_02_dogs-sitting_angry.wav,angry
252,data/training\Actor_12\12_02_02_02_kids-talking_angry.wav,angry
253,data/training\Actor_13\03-02-05-01-01-01-13_angry.wav,angry
254,data/training\Actor_13\03-02-05-01-01-02-13_angry.wav,angry
255,data/training\Actor_13\03-02-05-01-02-01-13_angry.wav,angry
256,data/training\Actor_13\03-02-05-01-02-02-13_angry.wav,angry
257,data/training\Actor_13\03-02-05-02-01-01-13_angry.wav,angry
258,data/training\Actor_13\03-02-05-02-01-02-13_angry.wav,angry
259,data/training\Actor_13\03-02-05-02-02-01-13_angry.wav,angry
260,data/training\Actor_13\03-02-05-02-02-02-13_angry.wav,angry
261,data/training\Actor_13\13_01_01_01_dogs-sitting_angry.wav,angry
262,data/training\Actor_13\13_01_01_01_kids-talking_angry.wav,angry
263,data/training\Actor_13\13_01_01_02_dogs-sitting_angry.wav,angry
264,data/training\Actor_13\13_01_01_02_kids-talking_angry.wav,angry
265,data/training\Actor_13\13_01_02_01_dogs-sitting_angry.wav,angry
266,data/training\Actor_13\13_01_02_01_kids-talking_angry.wav,angry
267,data/training\Actor_13\13_01_02_02_dogs-sitting_angry.wav,angry
268,data/training\Actor_13\13_01_02_02_kids-talking_angry.wav,angry
269,data/training\Actor_13\13_02_01_01_dogs-sitting_angry.wav,angry
270,data/training\Actor_13\13_02_01_01_kids-talking_angry.wav,angry
271,data/training\Actor_13\13_02_01_02_dogs-sitting_angry.wav,angry
272,data/training\Actor_13\13_02_01_02_kids-talking_angry.wav,angry
273,data/training\Actor_13\13_02_02_01_dogs-sitting_angry.wav,angry
274,data/training\Actor_13\13_02_02_01_kids-talking_angry.wav,angry
275,data/training\Actor_13\13_02_02_02_dogs-sitting_angry.wav,angry
276,data/training\Actor_13\13_02_02_02_kids-talking_angry.wav,angry
277,data/training\Actor_14\03-02-05-01-01-01-14_angry.wav,angry
278,data/training\Actor_14\03-02-05-01-01-02-14_angry.wav,angry
279,data/training\Actor_14\03-02-05-01-02-01-14_angry.wav,angry
280,data/training\Actor_14\03-02-05-01-02-02-14_angry.wav,angry
281,data/training\Actor_14\03-02-05-02-01-01-14_angry.wav,angry
282,data/training\Actor_14\03-02-05-02-01-02-14_angry.wav,angry
283,data/training\Actor_14\03-02-05-02-02-01-14_angry.wav,angry
284,data/training\Actor_14\03-02-05-02-02-02-14_angry.wav,angry
285,data/training\Actor_14\14_02_01_01_dogs-sitting_angry.wav,angry
286,data/training\Actor_14\14_02_01_01_kids-talking_angry.wav,angry
287,data/training\Actor_14\14_02_01_02_dogs-sitting_angry.wav,angry
288,data/training\Actor_14\14_02_01_02_kids-talking_angry.wav,angry
289,data/training\Actor_14\14_02_02_01_dogs-sitting_angry.wav,angry
290,data/training\Actor_14\14_02_02_01_kids-talking_angry.wav,angry
291,data/training\Actor_14\14_02_02_02_dogs-sitting_angry.wav,angry
292,data/training\Actor_14\14_02_02_02_kids-talking_angry.wav,angry
293,data/training\Actor_15\03-02-05-01-01-01-15_angry.wav,angry
294,data/training\Actor_15\03-02-05-01-01-02-15_angry.wav,angry
295,data/training\Actor_15\03-02-05-01-02-01-15_angry.wav,angry
296,data/training\Actor_15\03-02-05-01-02-02-15_angry.wav,angry
297,data/training\Actor_15\03-02-05-02-01-01-15_angry.wav,angry
298,data/training\Actor_15\03-02-05-02-01-02-15_angry.wav,angry
299,data/training\Actor_15\03-02-05-02-02-01-15_angry.wav,angry
300,data/training\Actor_15\03-02-05-02-02-02-15_angry.wav,angry
301,data/training\Actor_15\15_02_01_01_dogs-sitting_angry.wav,angry
302,data/training\Actor_15\15_02_01_01_kids-talking_angry.wav,angry
303,data/training\Actor_15\15_02_01_02_dogs-sitting_angry.wav,angry
304,data/training\Actor_15\15_02_01_02_kids-talking_angry.wav,angry
305,data/training\Actor_15\15_02_02_01_dogs-sitting_angry.wav,angry
306,data/training\Actor_15\15_02_02_01_kids-talking_angry.wav,angry
307,data/training\Actor_15\15_02_02_02_dogs-sitting_angry.wav,angry
308,data/training\Actor_15\15_02_02_02_kids-talking_angry.wav,angry
309,data/training\Actor_16\03-02-05-01-01-01-16_angry.wav,angry
310,data/training\Actor_16\03-02-05-01-01-02-16_angry.wav,angry
311,data/training\Actor_16\03-02-05-01-02-01-16_angry.wav,angry
312,data/training\Actor_16\03-02-05-01-02-02-16_angry.wav,angry
313,data/training\Actor_16\03-02-05-02-01-01-16_angry.wav,angry
314,data/training\Actor_16\03-02-05-02-01-02-16_angry.wav,angry
315,data/training\Actor_16\03-02-05-02-02-01-16_angry.wav,angry
316,data/training\Actor_16\03-02-05-02-02-02-16_angry.wav,angry
317,data/training\Actor_16\16_02_01_01_dogs-sitting_angry.wav,angry
318,data/training\Actor_16\16_02_01_01_kids-talking_angry.wav,angry
319,data/training\Actor_16\16_02_01_02_dogs-sitting_angry.wav,angry
320,data/training\Actor_16\16_02_01_02_kids-talking_angry.wav,angry
321,data/training\Actor_16\16_02_02_01_dogs-sitting_angry.wav,angry
322,data/training\Actor_16\16_02_02_01_kids-talking_angry.wav,angry
323,data/training\Actor_16\16_02_02_02_dogs-sitting_angry.wav,angry
324,data/training\Actor_16\16_02_02_02_kids-talking_angry.wav,angry
325,data/training\Actor_17\03-02-05-01-01-01-17_angry.wav,angry
326,data/training\Actor_17\03-02-05-01-01-02-17_angry.wav,angry
327,data/training\Actor_17\03-02-05-01-02-01-17_angry.wav,angry
328,data/training\Actor_17\03-02-05-01-02-02-17_angry.wav,angry
329,data/training\Actor_17\03-02-05-02-01-01-17_angry.wav,angry
330,data/training\Actor_17\03-02-05-02-01-02-17_angry.wav,angry
331,data/training\Actor_17\03-02-05-02-02-01-17_angry.wav,angry
332,data/training\Actor_17\03-02-05-02-02-02-17_angry.wav,angry
333,data/training\Actor_17\17_02_01_01_dogs-sitting_angry.wav,angry
334,data/training\Actor_17\17_02_01_01_kids-talking_angry.wav,angry
335,data/training\Actor_17\17_02_01_02_dogs-sitting_angry.wav,angry
336,data/training\Actor_17\17_02_01_02_kids-talking_angry.wav,angry
337,data/training\Actor_17\17_02_02_01_dogs-sitting_angry.wav,angry
338,data/training\Actor_17\17_02_02_01_kids-talking_angry.wav,angry
339,data/training\Actor_17\17_02_02_02_dogs-sitting_angry.wav,angry
340,data/training\Actor_17\17_02_02_02_kids-talking_angry.wav,angry
341,data/training\Actor_18\18_01_01_01_dogs-sitting_angry.wav,angry
342,data/training\Actor_18\18_01_01_01_kids-talking_angry.wav,angry
343,data/training\Actor_18\18_01_01_02_dogs-sitting_angry.wav,angry
344,data/training\Actor_18\18_01_01_02_kids-talking_angry.wav,angry
345,data/training\Actor_18\18_01_02_01_dogs-sitting_angry.wav,angry
346,data/training\Actor_18\18_01_02_01_kids-talking_angry.wav,angry
347,data/training\Actor_18\18_01_02_02_dogs-sitting_angry.wav,angry
348,data/training\Actor_18\18_01_02_02_kids-talking_angry.wav,angry
349,data/training\Actor_19\03-02-05-01-01-01-19_angry.wav,angry
350,data/training\Actor_19\03-02-05-01-01-02-19_angry.wav,angry
351,data/training\Actor_19\03-02-05-01-02-01-19_angry.wav,angry
352,data/training\Actor_19\03-02-05-01-02-02-19_angry.wav,angry
353,data/training\Actor_19\03-02-05-02-01-01-19_angry.wav,angry
354,data/training\Actor_19\03-02-05-02-01-02-19_angry.wav,angry
355,data/training\Actor_19\03-02-05-02-02-01-19_angry.wav,angry
356,data/training\Actor_19\03-02-05-02-02-02-19_angry.wav,angry
357,data/training\Actor_19\19_01_01_01_dogs-sitting_angry.wav,angry
358,data/training\Actor_19\19_01_01_01_kids-talking_angry.wav,angry
359,data/training\Actor_19\19_01_01_02_dogs-sitting_angry.wav,angry
360,data/training\Actor_19\19_01_01_02_kids-talking_angry.wav,angry
361,data/training\Actor_19\19_01_02_01_dogs-sitting_angry.wav,angry
362,data/training\Actor_19\19_01_02_01_kids-talking_angry.wav,angry
363,data/training\Actor_19\19_01_02_02_dogs-sitting_angry.wav,angry
364,data/training\Actor_19\19_01_02_02_kids-talking_angry.wav,angry
365,data/training\Actor_19\19_02_01_01_dogs-sitting_angry.wav,angry
366,data/training\Actor_19\19_02_01_01_kids-talking_angry.wav,angry
367,data/training\Actor_19\19_02_01_02_dogs-sitting_angry.wav,angry
368,data/training\Actor_19\19_02_01_02_kids-talking_angry.wav,angry
369,data/training\Actor_19\19_02_02_01_dogs-sitting_angry.wav,angry
370,data/training\Actor_19\19_02_02_01_kids-talking_angry.wav,angry
371,data/training\Actor_19\19_02_02_02_dogs-sitting_angry.wav,angry
372,data/training\Actor_19\19_02_02_02_kids-talking_angry.wav,angry
373,data/training\Actor_20\03-02-05-01-01-01-20_angry.wav,angry
374,data/training\Actor_20\03-02-05-01-01-02-20_angry.wav,angry
375,data/training\Actor_20\03-02-05-01-02-01-20_angry.wav,angry
376,data/training\Actor_20\03-02-05-01-02-02-20_angry.wav,angry
377,data/training\Actor_20\03-02-05-02-01-01-20_angry.wav,angry
378,data/training\Actor_20\03-02-05-02-01-02-20_angry.wav,angry
379,data/training\Actor_20\03-02-05-02-02-01-20_angry.wav,angry
380,data/training\Actor_20\03-02-05-02-02-02-20_angry.wav,angry
381,data/training\Actor_20\20_01_01_01_dogs-sitting_angry.wav,angry
382,data/training\Actor_20\20_01_01_01_kids-talking_angry.wav,angry
383,data/training\Actor_20\20_01_01_02_dogs-sitting_angry.wav,angry
384,data/training\Actor_20\20_01_01_02_kids-talking_angry.wav,angry
385,data/training\Actor_20\20_01_02_01_dogs-sitting_angry.wav,angry
386,data/training\Actor_20\20_01_02_01_kids-talking_angry.wav,angry
387,data/training\Actor_20\20_01_02_02_dogs-sitting_angry.wav,angry
388,data/training\Actor_20\20_01_02_02_kids-talking_angry.wav,angry
389,data/training\Actor_21\03-02-05-01-01-01-21_angry.wav,angry
390,data/training\Actor_21\03-02-05-01-01-02-21_angry.wav,angry
